time,average_xi,average_xv,left_jix,left_jvx,right_jix,right_jvx,total_ci,total_cv
0,0,0,0,0,0,0,0,0
25.958682112,2.3453997255561e-13,3.7880190506277e-11,-4.9778574283906e-14,-2.0860251361594e-16,4.9778648415866e-14,2.085970141222e-16,5.6289593413346e-09,9.0912457215065e-07
186.68799962237,1.6856819351179e-12,3.9405304314726e-11,-1.3842331467087e-13,-1.1515084165512e-15,1.3842331899143e-13,1.1515027755597e-15,4.0456366442829e-08,9.4572730355341e-07
1181.8815689988,1.0657686199893e-11,4.8848216844631e-11,-3.4992307784758e-13,-4.0357916944117e-15,3.4992307812342e-13,4.0357906004454e-15,2.5578446879743e-07,1.1723572042711e-06
7343.8578398454,6.6009517121562e-11,1.0731278863592e-10,-8.7391215760994e-13,-1.1293280327025e-14,8.7391215762742e-13,1.1293291043196e-14,1.5842284109175e-06,2.575506927262e-06
45497.190750011,4.0555151321201e-10,4.6916009829326e-10,-2.1764540826332e-12,-2.9628498157111e-14,2.1764540826333e-12,2.9628513679413e-14,9.7332363170883e-06,1.1259842359038e-05
281732.57176583,2.4381311263972e-09,2.6863850517219e-09,-5.3829378601278e-12,-7.5387251382735e-14,5.3829378601253e-12,7.5387253003104e-14,5.8515147033533e-05,6.4473241241325e-05
1744439.784661,1.0873921810013e-08,1.2871816416462e-08,-1.096385319342e-11,-1.8867376536671e-13,1.0963853193415e-11,1.8867376547897e-13,0.00026097412344032,0.00030892359399509
10801137.310052,1.1226260954722e-08,2.412850907848e-08,-7.4903191287419e-12,-4.503322049153e-13,7.4903191287155e-12,4.5033220492171e-13,0.00026943026291332,0.00057908421788352
66877821.244672,4.8135439866283e-09,6.2180222872466e-08,-3.5557959406452e-12,-8.9716136967354e-13,3.5557959406145e-12,8.9716136967557e-13,0.00011552505567908,0.0014923253489392
414089867.61007,1.0606035846789e-09,2.5038235219197e-07,-1.9605297404902e-12,-1.3690348022313e-12,1.9605297404871e-12,1.3690348022329e-12,2.5454486032293e-05,0.0060091764526074
2563935341.3868,1.9877425921404e-10,1.2216765497498e-06,-1.4994740672887e-12,-1.7551455583252e-12,1.4994740672885e-12,1.7551455583254e-12,4.7705822211369e-06,0.029320237193995
15875211863.902,4.0292028685208e-11,6.5292255144323e-06,-1.2883189571086e-12,-2.1633583934775e-12,1.2883189571086e-12,2.1633583934775e-12,9.6700868844499e-07,0.15670141234638
98295127536.995,1.081895729015e-11,3.2648320323807e-05,-1.0522358710128e-12,-3.2028818938557e-12,1.0522358710128e-12,3.2028818938555e-12,2.596549749636e-07,0.78355968777137
608617521341.22,4.4444656089401e-12,0.00010068098083896,-8.4094064559154e-13,-5.5481475043724e-12,8.4094064559152e-13,5.5481475043728e-12,1.0666717461456e-07,2.416343540135
1891776336911.5,3.9211032837008e-12,0.00011699249625551,-8.1025761233176e-13,-6.1245802272649e-12,8.1025761233177e-13,6.1245802272649e-12,9.410647880882e-08,2.8078199101322
